food_id,food_name,category,state,region,region_code,diet_type,diet_code,calories_kcal,protein_g,carbs_g,fat_g,fiber_g,prebiotic_score,fodmap_level,is_fermented,description,clinical_benefit,image_path
306,Chicken Cutlet,Snacks,Pan-India,Pan-India,6,non-veg,1,257,25.2,0.8,12.1,0.7,0,Medium,0,"Authentic Pan-India preparation of Chicken Cutlet, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/306.jpg
307,Mushroom Saag,Main_Course,Pan-India,Pan-India,6,veg,0,77,4.3,12.2,3.0,11.2,7,Medium,0,"Authentic Pan-India preparation of Mushroom Saag, served as a main course.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/307.jpg
308,Carrot Kurkuri,Side_Dish,Pan-India,Pan-India,6,veg,0,162,4.4,12.7,4.3,3.0,2,Medium,0,"Authentic Pan-India preparation of Carrot Kurkuri, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/308.jpg
309,Gobi Bhujia,Side_Dish,Pan-India,Pan-India,6,veg,0,72,4.7,7.2,3.4,6.4,4,Medium,0,"Authentic Pan-India preparation of Gobi Bhujia, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/309.jpg
310,Rumali Roti,Breads_Rice,Pan-India,Pan-India,6,veg,0,159,5.8,38.7,7.5,3.6,2,Medium,0,"Authentic Pan-India preparation of Rumali Roti, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/310.jpg
311,Kulith Jeera,Dals_Legumes,Pan-India,Pan-India,6,veg,0,258,13.3,39.9,4.1,12.8,8,High,0,"Authentic Pan-India preparation of Kulith Jeera, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/311.jpg
312,Navratan Korma,Main_Course,Uttar Pradesh,North,1,veg,0,163,2.9,15.6,1.9,5.3,3,Medium,0,"Authentic Uttar Pradesh preparation of Navratan Korma, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/312.jpg
313,Sandesh,Desserts,West Bengal,East,4,veg,0,324,4.0,53.0,15.6,1.2,0,Medium,0,"Authentic West Bengal preparation of Sandesh, served as a desserts.","Provides authentic, calorically dense macronutrients for energy restoration.",images/313.jpg
314,Cabbage Masala,Side_Dish,Pan-India,Pan-India,6,veg,0,169,3.2,22.2,6.8,5.8,4,High,0,"Authentic Pan-India preparation of Cabbage Masala, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/314.jpg
315,Duck Kadai,Main_Course,Pan-India,Pan-India,6,non-veg,1,158,3.2,22.8,6.4,4.7,3,Medium,0,"Authentic Pan-India preparation of Duck Kadai, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/315.jpg
316,Soya Chaap Tikka,Appetizers,Punjab,North,1,veg,0,203,27.3,14.9,6.1,5.4,3,Medium,0,"Authentic Punjab preparation of Soya Chaap Tikka, served as a appetizers.",Supports lean muscle synthesis without aggravating bile-tolerant pathogens.,images/316.jpg
317,Lauki Jeera,Side_Dish,Pan-India,Pan-India,6,veg,0,121,3.7,19.0,8.8,4.6,3,Medium,0,"Authentic Pan-India preparation of Lauki Jeera, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/317.jpg
318,Lachha Paratha,Breads_Rice,Pan-India,Pan-India,6,veg,0,162,4.8,33.0,2.2,3.6,2,Medium,0,"Authentic Pan-India preparation of Lachha Paratha, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/318.jpg
319,Chicken Kolhapuri,Main_Course,Maharashtra,West,3,non-veg,1,236,25.3,5.2,10.1,0.9,0,Medium,0,"Authentic Maharashtra preparation of Chicken Kolhapuri, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/319.jpg
320,Rajma Fry,Dals_Legumes,Pan-India,Pan-India,6,veg,0,226,12.8,39.8,2.6,12.7,8,High,0,"Authentic Pan-India preparation of Rajma Fry, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/320.jpg
321,Beans Masala,Side_Dish,Pan-India,Pan-India,6,veg,0,169,6.6,21.5,4.7,4.6,3,High,0,"Authentic Pan-India preparation of Beans Masala, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/321.jpg
322,Aloo Paratha,Breads_Rice,Pan-India,Pan-India,6,veg,0,180,4.6,29.1,2.0,2.8,1,Medium,0,"Authentic Pan-India preparation of Aloo Paratha, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/322.jpg
323,Rajma Jeera,Dals_Legumes,Pan-India,Pan-India,6,veg,0,256,17.5,38.0,1.2,12.3,8,High,0,"Authentic Pan-India preparation of Rajma Jeera, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/323.jpg
324,Whole Wheat Roti,Breads_Rice,Pan-India,Pan-India,6,veg,0,212,6.8,35.5,5.1,5.1,3,Medium,0,"Authentic Pan-India preparation of Whole Wheat Roti, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/324.jpg
325,Tamarind Chutney,Side_Dish,Pan-India,Pan-India,6,veg,0,152,3.6,16.1,5.5,5.1,3,Medium,0,"Authentic Pan-India preparation of Tamarind Chutney, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/325.jpg
326,Fafda,Snacks,Pan-India,Pan-India,6,veg,0,157,4.1,19.9,9.3,5.7,3,Medium,0,"Authentic Pan-India preparation of Fafda, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/326.jpg
327,Keema Achari Tikka,Appetizers,Punjab,North,1,non-veg,1,260,24.2,2.2,16.3,1.5,1,Medium,0,"Authentic Punjab preparation of Keema Achari Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/327.jpg
328,Chana Dal Makhani,Dals_Legumes,Punjab,North,1,veg,0,340,14.8,45.9,16.8,10.7,7,High,0,"Authentic Punjab preparation of Chana Dal Makhani, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/328.jpg
329,Filter Coffee,Beverages,Pan-India,Pan-India,6,veg,0,139,5.5,24.1,5.3,5.0,3,Medium,0,"Authentic Pan-India preparation of Filter Coffee, served as a beverages.","Provides authentic, calorically dense macronutrients for energy restoration.",images/329.jpg
330,Onion Kachori,Snacks,Pan-India,Pan-India,6,veg,0,155,4.4,21.6,9.5,4.2,2,Medium,0,"Authentic Pan-India preparation of Onion Kachori, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/330.jpg
331,Beans Bhujia,Side_Dish,Pan-India,Pan-India,6,veg,0,148,4.9,15.7,8.0,4.0,2,Medium,0,"Authentic Pan-India preparation of Beans Bhujia, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/331.jpg
332,Egg Samosa,Snacks,Pan-India,Pan-India,6,non-veg,1,249,12.7,12.4,28.4,0.0,0,Medium,0,"Authentic Pan-India preparation of Egg Samosa, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/332.jpg
333,Beetroot Mezhukkupuratti,Side_Dish,Pan-India,Pan-India,6,veg,0,152,3.7,18.2,7.4,5.4,3,Medium,0,"Authentic Pan-India preparation of Beetroot Mezhukkupuratti, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/333.jpg
334,Keema Galouti Kebab,Appetizers,Uttar Pradesh,North,1,non-veg,1,294,21.9,1.4,18.2,0.0,0,Medium,0,"Authentic Uttar Pradesh preparation of Keema Galouti Kebab, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/334.jpg
335,Aloo Bhajiya,Snacks,Pan-India,Pan-India,6,veg,0,143,0.5,27.5,0.5,3.6,2,Medium,0,"Authentic Pan-India preparation of Aloo Bhajiya, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/335.jpg
336,Mix Veg Kolhapuri,Main_Course,Maharashtra,West,3,veg,0,151,4.4,20.3,6.1,4.0,2,Medium,0,"Authentic Maharashtra preparation of Mix Veg Kolhapuri, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/336.jpg
337,Arbi Bhujia,Side_Dish,Pan-India,Pan-India,6,veg,0,154,4.9,23.0,1.1,4.1,2,Medium,0,"Authentic Pan-India preparation of Arbi Bhujia, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/337.jpg
338,Dahi Vada,Snacks,Pan-India,Pan-India,6,veg,0,196,4.3,23.9,16.8,4.8,3,Medium,0,"Authentic Pan-India preparation of Dahi Vada, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/338.jpg
339,Mix Veg Raita,Side_Dish,Pan-India,Pan-India,6,veg,0,179,4.2,20.4,5.8,4.1,2,Medium,0,"Authentic Pan-India preparation of Mix Veg Raita, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/339.jpg
340,Podi Dosa,Breads_Rice,Pan-India,Pan-India,6,veg,0,159,5.5,30.1,3.1,5.9,9,Medium,1,"Authentic Pan-India preparation of Podi Dosa, served as a breads rice.",Enhances probiotic density and boosts lactic-acid bacteria.,images/340.jpg
341,Paneer Cutlet,Snacks,Pan-India,Pan-India,6,veg,0,290,14.3,3.7,23.0,0.0,0,High,0,"Authentic Pan-India preparation of Paneer Cutlet, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/341.jpg
342,Egg Korma,Main_Course,Uttar Pradesh,North,1,non-veg,1,138,12.5,0.5,11.6,1.3,0,Medium,0,"Authentic Uttar Pradesh preparation of Egg Korma, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/342.jpg
343,Paneer Saag,Main_Course,Pan-India,Pan-India,6,veg,0,270,16.6,6.2,22.5,4.4,3,High,0,"Authentic Pan-India preparation of Paneer Saag, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/343.jpg
344,Kulith Amritsari,Dals_Legumes,Punjab,North,1,veg,0,211,14.9,38.4,1.6,11.4,7,High,0,"Authentic Punjab preparation of Kulith Amritsari, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/344.jpg
345,Prawn Reshmi Kebab,Appetizers,Pan-India,Pan-India,6,non-veg,1,168,19.8,0.5,6.9,0.0,0,Medium,0,"Authentic Pan-India preparation of Prawn Reshmi Kebab, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/345.jpg
346,Mushroom Seekh Kebab,Appetizers,Pan-India,Pan-India,6,veg,0,72,3.7,7.2,0.5,6.8,4,Medium,0,"Authentic Pan-India preparation of Mushroom Seekh Kebab, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/346.jpg
347,Paneer Lababdar,Main_Course,Pan-India,Pan-India,6,veg,0,269,16.0,7.9,23.1,0.0,0,High,0,"Authentic Pan-India preparation of Paneer Lababdar, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/347.jpg
348,Prawn Seekh Kebab,Appetizers,Pan-India,Pan-India,6,non-veg,1,179,21.4,0.5,9.0,0.0,0,Medium,0,"Authentic Pan-India preparation of Prawn Seekh Kebab, served as a appetizers.",Supports lean muscle synthesis without aggravating bile-tolerant pathogens.,images/348.jpg
349,Fish Boti Kebab,Appetizers,Pan-India,Pan-India,6,non-veg,1,168,22.3,2.3,10.4,0.1,0,Low,0,"Authentic Pan-India preparation of Fish Boti Kebab, served as a appetizers.",Low-FODMAP profile prevents bloating and supports IBS management.,images/349.jpg
350,Onion Bhajiya,Snacks,Pan-India,Pan-India,6,veg,0,178,3.8,16.9,1.4,5.5,3,Medium,0,"Authentic Pan-India preparation of Onion Bhajiya, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/350.jpg
351,Crab Lababdar,Main_Course,Pan-India,Pan-India,6,non-veg,1,166,5.0,20.0,4.3,4.2,2,Medium,0,"Authentic Pan-India preparation of Crab Lababdar, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/351.jpg
352,Masoor Dal Amritsari,Dals_Legumes,Punjab,North,1,veg,0,224,12.0,36.2,6.2,11.4,7,High,0,"Authentic Punjab preparation of Masoor Dal Amritsari, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/352.jpg
353,Paneer Makhani,Main_Course,Punjab,North,1,veg,0,417,15.3,12.7,33.9,0.0,0,High,0,"Authentic Punjab preparation of Paneer Makhani, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/353.jpg
354,Lotus Stem Jalfrezi,Main_Course,Pan-India,Pan-India,6,veg,0,154,6.2,22.2,3.8,3.8,2,Medium,0,"Authentic Pan-India preparation of Lotus Stem Jalfrezi, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/354.jpg
355,Egg Tikki,Snacks,Pan-India,Pan-India,6,non-veg,1,160,11.0,3.9,12.3,2.2,1,Medium,0,"Authentic Pan-India preparation of Egg Tikki, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/355.jpg
356,Sweet Potato Hariyali Tikka,Appetizers,Punjab,North,1,veg,0,121,2.9,21.9,0.5,3.7,2,Medium,0,"Authentic Punjab preparation of Sweet Potato Hariyali Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/356.jpg
357,Crab Malai Curry,Main_Course,West Bengal,East,4,non-veg,1,234,3.6,26.6,16.3,4.6,3,Medium,0,"Authentic West Bengal preparation of Crab Malai Curry, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/357.jpg
358,Rasgulla,Desserts,West Bengal,East,4,veg,0,335,6.2,52.7,12.3,0.9,0,Medium,0,"Authentic West Bengal preparation of Rasgulla, served as a desserts.","Provides authentic, calorically dense macronutrients for energy restoration.",images/358.jpg
359,Mutton Malai Curry,Main_Course,West Bengal,East,4,non-veg,1,409,23.5,8.3,32.4,1.0,0,Medium,0,"Authentic West Bengal preparation of Mutton Malai Curry, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/359.jpg
360,Bajra Bhakri,Breads_Rice,Pan-India,Pan-India,6,veg,0,142,6.0,35.3,2.6,6.0,4,Medium,0,"Authentic Pan-India preparation of Bajra Bhakri, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/360.jpg
361,Egg Vada,Snacks,Pan-India,Pan-India,6,non-veg,1,244,13.9,12.5,25.1,0.2,0,Medium,0,"Authentic Pan-India preparation of Egg Vada, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/361.jpg
362,Aloo Jeera,Side_Dish,Pan-India,Pan-India,6,veg,0,154,3.7,26.2,3.5,4.6,3,Medium,0,"Authentic Pan-India preparation of Aloo Jeera, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/362.jpg
363,Bhel Puri,Snacks,Pan-India,Pan-India,6,veg,0,141,7.8,16.4,0.6,4.4,3,Medium,0,"Authentic Pan-India preparation of Bhel Puri, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/363.jpg
364,Mirchi Tikki,Snacks,Pan-India,Pan-India,6,veg,0,166,6.3,21.1,4.9,2.3,1,Medium,0,"Authentic Pan-India preparation of Mirchi Tikki, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/364.jpg
365,Capsicum Jeera,Side_Dish,Pan-India,Pan-India,6,veg,0,141,5.5,18.2,6.5,4.7,3,Medium,0,"Authentic Pan-India preparation of Capsicum Jeera, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/365.jpg
366,Capsicum Fry,Side_Dish,Pan-India,Pan-India,6,veg,0,139,6.1,19.5,4.9,4.1,2,Medium,0,"Authentic Pan-India preparation of Capsicum Fry, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/366.jpg
367,Kaju Katli,Desserts,Pan-India,Pan-India,6,veg,0,320,2.5,58.3,15.3,0.4,0,Medium,0,"Authentic Pan-India preparation of Kaju Katli, served as a desserts.","Provides authentic, calorically dense macronutrients for energy restoration.",images/367.jpg
368,Mutton Koliwada,Appetizers,Pan-India,Pan-India,6,non-veg,1,278,23.3,2.5,24.4,0.0,0,Medium,0,"Authentic Pan-India preparation of Mutton Koliwada, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/368.jpg
369,Fish Salna,Main_Course,Tamil Nadu,South,2,non-veg,1,186,17.6,0.5,5.6,0.1,0,Low,0,"Authentic Tamil Nadu preparation of Fish Salna, served as a main course.",Low-FODMAP profile prevents bloating and supports IBS management.,images/369.jpg
370,Masoor Dal Palak,Dals_Legumes,Pan-India,Pan-India,6,veg,0,250,14.6,41.2,2.9,14.8,10,High,0,"Authentic Pan-India preparation of Masoor Dal Palak, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/370.jpg
371,Duck Chettinad,Main_Course,Tamil Nadu,South,2,non-veg,1,164,4.9,19.2,5.3,3.2,2,Medium,0,"Authentic Tamil Nadu preparation of Duck Chettinad, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/371.jpg
372,Soya Chaap Pudina Tikka,Appetizers,Punjab,North,1,veg,0,199,26.5,13.2,2.3,7.6,5,Medium,0,"Authentic Punjab preparation of Soya Chaap Pudina Tikka, served as a appetizers.",Supports lean muscle synthesis without aggravating bile-tolerant pathogens.,images/372.jpg
